Fecha Alta,Operación,Provincia,Superficie,Precio Venta
2004-08-11,Alquiler,Girona,92,879244
2004-08-11,Venta,Barcelona,225,1879200
2004-08-12,Alquiler,Barcelona,241,1085705
2004-08-12,Venta,Lleida,283,1992320
2004-08-12,Alquiler,Barcelona,231,1237929
2004-08-13,Venta,Lleida,172,1283980
2004-08-13,Alquiler,Lleida,78,391560
2004-08-13,Alquiler,Barcelona,93,705963
2004-08-14,Alquiler,Barcelona,58,406290
2004-08-14,Venta,Tarragona,223,2171128
2004-08-14,Venta,Barcelona,123,1116348
2004-08-15,Venta,Tarragona,72,577656
2004-08-15,Venta,Tarragona,154,1122352
2004-08-15,Alquiler,Girona,222,2171826
2004-08-16,Alquiler,Tarragona,263,2061131
2004-08-16,Alquiler,Lleida,86,494758
2004-08-16,Alquiler,Tarragona,212,1360828
2004-08-17,Venta,Girona,249,1427019
2004-08-17,Alquiler,Girona,170,1567060
2004-08-17,Alquiler,Barcelona,272,1972816
2004-08-17,Venta,Girona,201,1816437
2004-08-17,Alquiler,Girona,167,1191044
2004-08-18,Alquiler,Tarragona,283,2576432
2004-08-18,Alquiler,Girona,197,981651
2004-08-18,Alquiler,Tarragona,181,1161477
2004-08-18,Alquiler,Barcelona,95,938030
2004-08-18,Venta,Tarragona,116,915704
2004-08-19,Alquiler,Girona,277,2646181
2004-08-19,Alquiler,Tarragona,182,1243060
2004-08-19,Venta,Girona,249,2306238
2004-08-20,Venta,Girona,119,711382
2004-08-20,Alquiler,Lleida,255,2338095
2004-08-20,Alquiler,Tarragona,164,1162104
2004-08-20,Venta,Tarragona,227,1917696
2004-08-20,Alquiler,Lleida,168,1192800
2004-08-21,Venta,Barcelona,67,346256
2004-08-21,Venta,Girona,267,1153173
2004-08-21,Alquiler,Lleida,46,386354
2004-08-22,Venta,Lleida,80,777360
2004-08-22,Venta,Girona,207,1015956
2004-08-22,Alquiler,Girona,259,1080548
2004-08-22,Venta,Tarragona,147,730149
2004-08-22,Alquiler,Girona,207,1953873
2004-08-22,Venta,Girona,293,2787016
2004-08-23,Venta,Tarragona,252,1773072
2004-08-23,Venta,Lleida,284,1589832
2004-08-23,Venta,Tarragona,286,1442870
2004-08-23,Alquiler,Barcelona,72,500400
2004-08-23,Venta,Tarragona,176,1003552
2004-08-23,Venta,Girona,278,1730550
2004-08-24,Alquiler,Girona,254,1963166
2004-08-24,Alquiler,Barcelona,47,463843
2004-08-24,Alquiler,Girona,252,2057832
2004-08-25,Alquiler,Girona,163,1520627
2004-08-26,Venta,Lleida,271,1457980
2004-08-26,Venta,Barcelona,116,651920
2004-08-27,Venta,Barcelona,195,1513005
2004-08-27,Venta,Tarragona,290,1747830
2004-08-28,Venta,Barcelona,289,2188597
2004-08-28,Alquiler,Barcelona,235,1277930
2004-08-28,Alquiler,Tarragona,186,1225926
2004-08-29,Venta,Barcelona,67,479318
2004-08-29,Venta,Girona,152,1392168
2004-08-29,Alquiler,Barcelona,62,329716
2004-08-29,Venta,Girona,47,311563
2004-08-30,Alquiler,Tarragona,54,227178
2004-08-30,Venta,Barcelona,225,1239300
2004-08-30,Venta,Tarragona,113,1074969
2004-08-30,Alquiler,Tarragona,249,1029864
2004-08-30,Alquiler,Tarragona,284,1166104
2004-08-30,Venta,Lleida,274,1577692
2004-08-30,Alquiler,Lleida,121,1049433
2004-08-31,Venta,Tarragona,247,2285244
2004-08-31,Venta,Girona,97,662316
2004-08-31,Alquiler,Tarragona,57,330771
2004-09-01,Alquiler,Lleida,240,1214880
2004-09-01,Venta,Lleida,163,688838
2004-09-02,Venta,Girona,64,622144
2004-09-02,Alquiler,Tarragona,81,723492
2004-09-02,Alquiler,Girona,118,827062
2004-09-02,Venta,Lleida,177,1022883
2004-09-03,Venta,Barcelona,269,1722407
2004-09-03,Alquiler,Lleida,88,392832
2004-09-03,Venta,Lleida,205,1524585
2004-09-04,Alquiler,Tarragona,256,1379328
2004-09-04,Alquiler,Barcelona,163,1570016
2004-09-05,Alquiler,Girona,187,789140
2004-09-05,Alquiler,Girona,73,542974
2004-09-06,Alquiler,Girona,299,1251315
2004-09-06,Venta,Girona,225,2023200
2004-09-07,Alquiler,Girona,295,2553225
2004-09-07,Venta,Tarragona,160,1341120
2004-09-08,Alquiler,Barcelona,278,2540364
2004-09-08,Alquiler,Tarragona,271,1165842
2004-09-08,Alquiler,Girona,258,1501560
2004-09-08,Venta,Girona,215,1713120
2004-09-08,Venta,Tarragona,158,1124012
2004-09-09,Alquiler,Tarragona,210,1181670
2004-09-09,Venta,Lleida,274,1291636
2004-09-10,Venta,Tarragona,289,2114035
2004-09-10,Alquiler,Lleida,244,2280668
2004-09-10,Venta,Barcelona,73,688463
2004-09-10,Alquiler,Lleida,235,2135210
2004-09-10,Alquiler,Lleida,43,329681
2004-09-10,Alquiler,Barcelona,206,1793848
2004-09-10,Alquiler,Tarragona,47,457498
2004-09-11,Alquiler,Girona,161,736092
2004-09-11,Venta,Tarragona,283,1565839
2004-09-11,Venta,Tarragona,226,2216608
2004-09-12,Venta,Tarragona,44,266596
2004-09-12,Alquiler,Girona,86,611546
2004-09-12,Alquiler,Girona,54,518508
2004-09-12,Alquiler,Barcelona,241,2085373
2004-09-13,Alquiler,Barcelona,180,901980
2004-09-13,Venta,Girona,112,1081360
2004-09-15,Alquiler,Girona,195,1168440
2004-09-16,Venta,Barcelona,139,585746
2004-09-16,Alquiler,Lleida,197,1905187
2004-09-16,Alquiler,Tarragona,284,1830664
2004-09-16,Venta,Girona,109,555246
2004-09-16,Venta,Tarragona,117,652743
2004-09-17,Alquiler,Girona,164,1225244
2004-09-17,Venta,Lleida,85,644470
2004-09-18,Alquiler,Barcelona,89,588023
2004-09-19,Venta,Barcelona,112,840560
2004-09-19,Alquiler,Lleida,85,780980
2004-09-19,Alquiler,Lleida,294,1201578
2004-09-20,Venta,Barcelona,250,1527750
2004-09-21,Alquiler,Barcelona,254,2328418
2004-09-21,Venta,Tarragona,126,1184274
2004-09-22,Venta,Barcelona,218,1330236
2004-09-22,Venta,Lleida,56,542864
2004-09-22,Venta,Barcelona,99,538065
2004-09-22,Venta,Lleida,83,445295
2004-09-22,Alquiler,Tarragona,136,761056
2004-09-22,Alquiler,Barcelona,178,1355470
2004-09-22,Alquiler,Girona,228,2145480
2004-09-23,Venta,Lleida,114,679554
2004-09-23,Alquiler,Girona,294,1335936
2004-09-23,Venta,Girona,132,556116
2004-09-25,Venta,Barcelona,182,1509872
2004-09-25,Venta,Lleida,67,399655
2004-09-25,Alquiler,Tarragona,251,1206557
2004-09-25,Venta,Tarragona,235,2202655
2004-09-26,Alquiler,Tarragona,50,308850
2004-09-26,Venta,Barcelona,42,306726
2004-09-26,Venta,Barcelona,272,1535168
2004-09-26,Alquiler,Tarragona,117,823680
2004-09-26,Alquiler,Barcelona,299,1695330
2004-09-26,Venta,Girona,50,411700
2004-09-26,Venta,Barcelona,48,371712
2004-09-27,Alquiler,Girona,291,2411808
2004-09-27,Alquiler,Girona,210,1122240
2004-09-28,Alquiler,Girona,291,2354481
2004-09-29,Alquiler,Girona,204,1044480
2004-09-29,Alquiler,Barcelona,95,510150
2004-09-29,Venta,Girona,231,1213212
2004-10-02,Venta,Barcelona,159,1162131
2004-10-04,Venta,Lleida,185,1343840
2004-10-04,Venta,Girona,44,223564
2004-10-04,Venta,Barcelona,277,1363948
2004-10-04,Venta,Lleida,59,484744
2004-10-05,Alquiler,Tarragona,244,2332152
2004-10-05,Venta,Lleida,204,1606500
2004-10-05,Venta,Lleida,76,411160
2004-10-05,Alquiler,Tarragona,68,611796
2004-10-06,Alquiler,Barcelona,228,1554732
2004-10-06,Alquiler,Tarragona,256,1877760
2004-10-06,Venta,Tarragona,185,1607280
2004-10-06,Alquiler,Lleida,158,1217390
2004-10-06,Venta,Girona,74,299996
2004-10-06,Alquiler,Girona,219,1455693
2004-10-06,Alquiler,Tarragona,83,778706
2004-10-06,Alquiler,Barcelona,228,1685148
2004-10-06,Venta,Lleida,224,913248
2004-10-06,Venta,Barcelona,279,2064879
2004-10-07,Venta,Girona,92,853852
2004-10-07,Venta,Barcelona,251,1781849
2004-10-07,Venta,Tarragona,108,647460
2004-10-08,Venta,Girona,113,869196
2004-10-08,Venta,Tarragona,292,1565120
2004-10-08,Venta,Lleida,88,507320
2004-10-10,Venta,Tarragona,277,1522946
2004-10-10,Alquiler,Tarragona,74,338476
2004-10-10,Alquiler,Lleida,110,950290
2004-10-11,Venta,Barcelona,255,1442280
2004-10-11,Venta,Girona,222,1478742
2004-10-11,Alquiler,Tarragona,278,2209822
2004-10-12,Alquiler,Tarragona,67,653250
2004-10-13,Alquiler,Tarragona,159,1323198
2004-10-13,Venta,Lleida,114,1106028
2004-10-13,Alquiler,Tarragona,163,1115409
2004-10-13,Venta,Girona,114,580032
2004-10-14,Alquiler,Barcelona,243,1469178
2004-10-14,Venta,Girona,43,415552
2004-10-15,Alquiler,Tarragona,259,1891736
2004-10-15,Alquiler,Girona,119,630224
2004-10-15,Venta,Tarragona,222,1292484
2004-10-15,Venta,Barcelona,51,334305
2004-10-16,Venta,Lleida,214,1805518
2004-10-16,Venta,Tarragona,236,2208252
2004-10-17,Venta,Girona,138,733470
2004-10-17,Alquiler,Barcelona,192,1627200
2004-10-17,Venta,Tarragona,182,1690416
2004-10-18,Alquiler,Barcelona,232,2180104
2004-10-18,Alquiler,Barcelona,158,878638
2004-10-18,Alquiler,Tarragona,49,244608
2004-10-19,Venta,Barcelona,102,562632
2004-10-19,Alquiler,Tarragona,206,1688170
2004-10-19,Venta,Girona,161,1392006
2004-10-20,Venta,Tarragona,259,1628333
2004-10-20,Venta,Lleida,177,992793
2004-10-21,Alquiler,Girona,60,484560
2004-10-21,Venta,Tarragona,172,866880
2004-10-21,Alquiler,Girona,239,1709567
2004-10-22,Venta,Tarragona,149,1391809
2004-10-23,Alquiler,Barcelona,199,1278774
2004-10-23,Venta,Lleida,152,1218888
2004-10-24,Venta,Lleida,143,1409551
2004-10-24,Venta,Girona,115,880900
2004-10-24,Alquiler,Tarragona,87,574200
2004-10-24,Alquiler,Lleida,212,1968632
2004-10-24,Venta,Barcelona,73,592103
2004-10-25,Venta,Lleida,168,1276800
2004-10-25,Venta,Tarragona,274,2124596
2004-10-27,Venta,Girona,127,1021334
2004-10-27,Alquiler,Girona,62,583110
2004-10-27,Venta,Lleida,109,1029178
2004-10-27,Alquiler,Girona,114,1040478
2004-10-27,Venta,Girona,120,1061160
2004-10-29,Venta,Barcelona,109,942196
2004-10-30,Venta,Barcelona,175,1712725
2004-10-30,Alquiler,Tarragona,121,593021
2004-10-31,Venta,Tarragona,280,1485680
2004-10-31,Alquiler,Tarragona,246,2214984
2004-10-31,Alquiler,Girona,121,731929
2004-10-31,Alquiler,Tarragona,223,1566129
2004-11-01,Venta,Tarragona,120,1003320
2004-11-01,Alquiler,Girona,159,1391091
2004-11-01,Alquiler,Girona,157,1032118
2004-11-02,Alquiler,Girona,237,1768020
2004-11-02,Venta,Tarragona,246,1708716
2004-11-02,Alquiler,Lleida,299,2430272
2004-11-03,Venta,Girona,223,1650200
2004-11-03,Venta,Barcelona,247,995657
2004-11-03,Venta,Girona,238,2379048
2004-11-03,Alquiler,Lleida,251,1821758
2004-11-03,Venta,Barcelona,65,397540
2004-11-03,Venta,Lleida,288,2242656
2004-11-03,Alquiler,Girona,96,891456
2004-11-04,Alquiler,Barcelona,152,631560
2004-11-06,Alquiler,Barcelona,246,2328636
2004-11-06,Venta,Girona,108,553608
2004-11-06,Alquiler,Girona,110,523160
2004-11-07,Venta,Girona,136,1054544
2004-11-07,Venta,Tarragona,82,418692
2004-11-07,Venta,Tarragona,127,912114
2004-11-07,Alquiler,Lleida,183,1082079
2004-11-08,Venta,Tarragona,245,1951180
2004-11-08,Alquiler,Tarragona,88,726352
2004-11-09,Alquiler,Girona,185,1390460
2004-11-09,Alquiler,Lleida,295,2923155
2004-11-09,Venta,Tarragona,80,458560
2004-11-09,Alquiler,Girona,147,1259202
2004-11-09,Venta,Tarragona,114,968658
2004-11-09,Alquiler,Lleida,128,549120
2004-11-10,Alquiler,Barcelona,145,1372135
2004-11-10,Venta,Lleida,147,1070307
2004-11-11,Alquiler,Lleida,272,1542784
2004-11-11,Alquiler,Lleida,113,645569
2004-11-11,Venta,Tarragona,220,970420
2004-11-11,Venta,Girona,266,1370964
2004-11-11,Venta,Girona,125,590875
2004-11-11,Alquiler,Lleida,151,719213
2004-11-12,Venta,Girona,133,1191281
2004-11-13,Alquiler,Barcelona,160,1356160
2004-11-13,Alquiler,Lleida,95,412395
2004-11-13,Alquiler,Lleida,236,1420012
2004-11-13,Venta,Tarragona,165,1598520
2004-11-13,Venta,Girona,255,2543625
2004-11-14,Alquiler,Tarragona,226,2025638
2004-11-14,Venta,Tarragona,228,1115604
2004-11-14,Alquiler,Lleida,92,610696
2004-11-14,Alquiler,Barcelona,229,1341024
2004-11-14,Alquiler,Tarragona,226,1340632
2004-11-15,Alquiler,Lleida,64,581568
2004-11-15,Venta,Barcelona,258,2449452
2004-11-16,Venta,Barcelona,58,315810
2004-11-16,Alquiler,Barcelona,136,1072768
2004-11-16,Alquiler,Girona,294,1653456
2004-11-17,Alquiler,Barcelona,294,2722146
2004-11-17,Alquiler,Tarragona,151,1029367
2004-11-17,Venta,Barcelona,62,455762
2004-11-18,Alquiler,Girona,116,479892
2004-11-18,Alquiler,Tarragona,68,500140
2004-11-18,Alquiler,Barcelona,59,491706
2004-11-18,Venta,Girona,134,933444
2004-11-18,Venta,Tarragona,127,1204595
2004-11-19,Alquiler,Tarragona,197,1506853
2004-11-20,Alquiler,Barcelona,135,1036665
2004-11-20,Alquiler,Lleida,200,1967400
2004-11-20,Alquiler,Lleida,250,1676500
2004-11-20,Venta,Girona,48,366480
2004-11-20,Venta,Girona,285,1869885
2004-11-21,Alquiler,Lleida,155,1511095
2004-11-21,Venta,Tarragona,263,1719757
2004-11-22,Alquiler,Lleida,197,1662089
2004-11-22,Alquiler,Lleida,270,1311660
2004-11-23,Venta,Barcelona,137,1242042
2004-11-24,Venta,Tarragona,163,1273030
2004-11-24,Venta,Lleida,217,1238202
2004-11-24,Venta,Tarragona,257,1440742
2004-11-25,Alquiler,Girona,283,2213909
2004-11-25,Alquiler,Lleida,298,2039512
2004-11-25,Alquiler,Barcelona,298,2376550
2004-11-25,Alquiler,Barcelona,151,709700
2004-11-26,Alquiler,Barcelona,283,1615647
2004-11-27,Alquiler,Tarragona,73,410260
2004-11-27,Venta,Tarragona,161,1604687
2004-11-27,Venta,Lleida,223,2053384
2004-11-29,Venta,Lleida,121,754435
2004-11-29,Alquiler,Tarragona,150,795000
2004-11-29,Alquiler,Girona,228,2212740
2004-11-30,Alquiler,Lleida,164,1373008
2004-12-01,Alquiler,Girona,116,573040
2004-12-01,Alquiler,Girona,276,1932552
2004-12-01,Venta,Barcelona,158,766774
2004-12-01,Alquiler,Girona,216,1962360
2004-12-02,Venta,Barcelona,249,1662822
2004-12-02,Venta,Barcelona,68,614244
2004-12-02,Alquiler,Tarragona,177,1485915
2004-12-03,Venta,Tarragona,268,1273000
2004-12-03,Alquiler,Girona,66,558030
2004-12-04,Venta,Tarragona,162,894888
2004-12-04,Venta,Girona,243,1447551
2004-12-04,Venta,Lleida,103,474624
2004-12-05,Alquiler,Girona,237,1725597
2004-12-05,Alquiler,Barcelona,206,1241562
2004-12-05,Venta,Girona,233,2153852
2004-12-06,Venta,Barcelona,65,307255
2004-12-07,Venta,Barcelona,142,954808
2004-12-07,Alquiler,Girona,240,1510320
2004-12-08,Venta,Lleida,68,330956
2004-12-09,Venta,Girona,200,1938400
2004-12-09,Venta,Tarragona,80,509840
2004-12-09,Alquiler,Tarragona,84,368760
2004-12-10,Alquiler,Tarragona,227,1071667
2004-12-10,Venta,Tarragona,291,1872876
2004-12-10,Venta,Girona,275,1732500
2004-12-10,Alquiler,Girona,96,535584
2004-12-10,Alquiler,Barcelona,174,1271592
2004-12-11,Venta,Lleida,190,1593720
2004-12-11,Venta,Girona,185,1038590
2004-12-11,Venta,Girona,56,525616
2004-12-11,Alquiler,Lleida,213,1994532
2004-12-12,Venta,Girona,175,722925
2004-12-12,Alquiler,Lleida,96,769824
2004-12-14,Venta,Lleida,272,2581552
2004-12-14,Alquiler,Girona,232,1193408
2004-12-14,Venta,Lleida,200,1145600
2004-12-14,Venta,Girona,219,1059303
2004-12-15,Alquiler,Lleida,126,600642
2004-12-15,Alquiler,Lleida,131,920144
2004-12-16,Venta,Lleida,77,409563
2004-12-16,Alquiler,Barcelona,232,1236560
2004-12-16,Alquiler,Barcelona,199,1494490
2004-12-17,Venta,Tarragona,115,659295
2004-12-18,Alquiler,Barcelona,97,672792
2004-12-18,Venta,Barcelona,122,589016
2004-12-18,Venta,Girona,278,2273762
2004-12-19,Alquiler,Barcelona,212,1588940
2004-12-19,Alquiler,Barcelona,250,1127750
2004-12-19,Alquiler,Lleida,278,1678286
2004-12-20,Alquiler,Barcelona,270,2427300
2004-12-20,Alquiler,Lleida,212,1753240
2004-12-21,Venta,Lleida,258,1894752
2004-12-21,Alquiler,Tarragona,225,2000475
2004-12-21,Venta,Lleida,81,528120
2004-12-21,Venta,Barcelona,182,1717898
2004-12-21,Venta,Barcelona,233,1870757
2004-12-22,Alquiler,Girona,281,2326118
2004-12-22,Venta,Tarragona,201,1911510
2004-12-22,Venta,Girona,187,1346961
2004-12-22,Venta,Tarragona,180,1414800
2004-12-23,Alquiler,Girona,88,690184
2004-12-23,Alquiler,Girona,66,448932
2004-12-23,Venta,Girona,219,2101743
2004-12-23,Venta,Girona,67,430743
2004-12-24,Venta,Lleida,300,2707200
2004-12-25,Venta,Barcelona,250,1368750
2004-12-25,Alquiler,Barcelona,292,2677056
2004-12-25,Venta,Tarragona,87,638058
2004-12-26,Venta,Lleida,95,866780
2004-12-26,Alquiler,Girona,159,1437360
2004-12-26,Venta,Lleida,215,1706240
2004-12-27,Alquiler,Tarragona,86,822504
2004-12-27,Venta,Lleida,121,622787
2004-12-27,Alquiler,Tarragona,222,1266732
2004-12-27,Venta,Girona,211,945702
2004-12-27,Alquiler,Barcelona,96,862848
2004-12-30,Venta,Tarragona,173,1008071
2004-12-31,Venta,Barcelona,191,1657880
2004-12-31,Venta,Barcelona,146,1457226
2004-12-31,Alquiler,Barcelona,168,1508472
2005-01-01,Alquiler,Barcelona,142,1276864
2005-01-01,Venta,Girona,217,2101862
2005-01-01,Alquiler,Barcelona,269,1360064
2005-01-02,Venta,Lleida,47,369984
2005-01-02,Alquiler,Lleida,201,1176855
2005-01-02,Alquiler,Girona,86,452962
2005-01-03,Alquiler,Tarragona,237,1177653
2005-01-03,Venta,Girona,105,889980
2005-01-03,Alquiler,Barcelona,172,1615424
2005-01-04,Alquiler,Tarragona,216,2022624
2005-01-04,Alquiler,Barcelona,206,1231262
2005-01-04,Alquiler,Girona,79,352972
2005-01-05,Venta,Lleida,81,610416
2005-01-05,Alquiler,Lleida,269,1089181
2005-01-05,Alquiler,Tarragona,221,1194505
2005-01-05,Alquiler,Barcelona,143,1106677
2005-01-06,Alquiler,Barcelona,170,1262250
2005-01-06,Alquiler,Lleida,171,1236672
2005-01-06,Alquiler,Girona,153,923355
2005-01-07,Venta,Barcelona,252,2398788
2005-01-07,Venta,Lleida,180,1636560
2005-01-08,Venta,Lleida,271,2496723
2005-01-08,Alquiler,Girona,59,325326
2005-01-09,Alquiler,Lleida,264,1441440
2005-01-09,Venta,Barcelona,162,1315440
2005-01-09,Alquiler,Tarragona,286,1732302
2005-01-10,Venta,Tarragona,90,374310
2005-01-11,Alquiler,Tarragona,186,1844004
2005-01-11,Alquiler,Tarragona,217,1603196
2005-01-11,Alquiler,Girona,260,2402920
2005-01-11,Alquiler,Girona,240,1823280
2005-01-11,Alquiler,Barcelona,157,949693
2005-01-12,Alquiler,Barcelona,279,2362572
2005-01-12,Venta,Barcelona,73,672987
2005-01-12,Venta,Tarragona,120,703680
2005-01-12,Venta,Lleida,246,1940448
2005-01-12,Venta,Girona,75,624600
2005-01-13,Venta,Girona,42,224280
2005-01-14,Alquiler,Barcelona,251,2138771
2005-01-14,Alquiler,Lleida,149,1250408
2005-01-15,Alquiler,Girona,45,300105
2005-01-15,Venta,Barcelona,90,599850
2005-01-15,Venta,Barcelona,221,1919827
2005-01-16,Venta,Girona,133,573230
2005-01-17,Venta,Barcelona,80,500560
2005-01-17,Venta,Barcelona,45,259515
2005-01-18,Venta,Tarragona,68,652052
2005-01-19,Venta,Barcelona,213,1886541
2005-01-19,Alquiler,Girona,80,607200
2005-01-19,Alquiler,Lleida,200,1502800
2005-01-20,Venta,Girona,287,2808008
2005-01-20,Venta,Lleida,108,892620
2005-01-21,Venta,Barcelona,221,1471197
2005-01-21,Venta,Tarragona,108,1065744
2005-01-21,Venta,Lleida,232,1162784
2005-01-21,Venta,Girona,118,1134452
2005-01-22,Alquiler,Girona,132,592152
2005-01-22,Alquiler,Tarragona,246,2083866
2005-01-22,Alquiler,Lleida,293,2141830
2005-01-23,Alquiler,Barcelona,290,2275050
2005-01-23,Venta,Lleida,72,298368
2005-01-23,Alquiler,Barcelona,212,1911604
2005-01-24,Alquiler,Barcelona,254,1850644
2005-01-24,Venta,Girona,91,777686
2005-01-24,Alquiler,Lleida,287,2279354
2005-01-24,Alquiler,Barcelona,180,1128420
2005-01-25,Venta,Tarragona,173,1615128
2005-01-25,Alquiler,Tarragona,210,1332030
2005-01-25,Alquiler,Girona,287,1370138
2005-01-25,Venta,Barcelona,47,424175
2005-01-25,Alquiler,Lleida,260,2546180
2005-01-26,Alquiler,Tarragona,197,1199730
2005-01-26,Alquiler,Tarragona,144,760176
2005-01-27,Venta,Barcelona,168,1081248
2005-01-28,Alquiler,Barcelona,253,1816793
2005-01-28,Venta,Tarragona,110,943800
2005-01-29,Alquiler,Tarragona,299,2130375
2005-01-31,Alquiler,Girona,222,2209344
2005-02-01,Venta,Barcelona,139,1187477
2005-02-01,Venta,Barcelona,300,1772700
2005-02-01,Venta,Girona,64,539392
2005-02-01,Venta,Tarragona,156,771108
2005-02-01,Venta,Barcelona,262,1960808
2005-02-02,Alquiler,Girona,82,621314
2005-02-02,Alquiler,Tarragona,243,1814238
2005-02-02,Alquiler,Lleida,73,468952
2005-02-02,Venta,Tarragona,268,1950772
2005-02-03,Venta,Lleida,125,932250
2005-02-03,Venta,Lleida,114,786714
2005-02-03,Alquiler,Tarragona,97,541648
2005-02-04,Venta,Girona,141,1279434
2005-02-05,Alquiler,Tarragona,105,650580
2005-02-05,Alquiler,Lleida,199,1009328
2005-02-05,Alquiler,Tarragona,286,2064634
2005-02-05,Venta,Lleida,110,924990
2005-02-06,Alquiler,Barcelona,87,372447
2005-02-06,Alquiler,Barcelona,210,1602300
2005-02-06,Venta,Tarragona,157,1323353
2005-02-07,Venta,Girona,76,499244
2005-02-08,Alquiler,Lleida,179,963020
2005-02-08,Venta,Lleida,96,493632
2005-02-08,Alquiler,Girona,154,1037498
2005-02-09,Alquiler,Lleida,293,2741308
2005-02-10,Alquiler,Barcelona,286,1912482
2005-02-10,Venta,Girona,180,1707660
2005-02-10,Venta,Lleida,176,1592624
2005-02-11,Venta,Girona,228,1339044
2005-02-11,Venta,Girona,157,879357
2005-02-11,Venta,Girona,208,1215344
2005-02-13,Alquiler,Tarragona,245,2287075
2005-02-13,Venta,Tarragona,111,462315
2005-02-14,Alquiler,Tarragona,75,359775
2005-02-14,Venta,Barcelona,229,1859480
2005-02-14,Alquiler,Girona,119,899640
2005-02-15,Alquiler,Barcelona,58,444338
2005-02-15,Venta,Barcelona,156,795912
2005-02-15,Alquiler,Barcelona,92,900956
2005-02-15,Venta,Lleida,132,712404
2005-02-15,Venta,Barcelona,122,879254
2005-02-16,Alquiler,Tarragona,58,349102
2005-02-16,Venta,Lleida,67,297882
2005-02-16,Venta,Lleida,75,563475
2005-02-16,Venta,Barcelona,257,1066550
2005-02-16,Venta,Girona,96,742176
2005-02-16,Venta,Tarragona,140,1318660
2005-02-16,Venta,Lleida,179,1601334
2005-02-16,Venta,Tarragona,230,1033850
2005-02-17,Alquiler,Barcelona,254,1394206
2005-02-17,Alquiler,Barcelona,256,2176768
2005-02-17,Alquiler,Tarragona,106,850226
2005-02-17,Venta,Barcelona,198,1090782
2005-02-18,Alquiler,Lleida,153,1519137
2005-02-18,Alquiler,Barcelona,233,984192
2005-02-18,Alquiler,Lleida,61,481656
2005-02-18,Alquiler,Lleida,105,909090
2005-02-18,Venta,Barcelona,158,1308398
2005-02-19,Venta,Girona,224,1966272
2005-02-19,Venta,Lleida,272,2021232
2005-02-20,Alquiler,Barcelona,292,2865688
2005-02-20,Venta,Tarragona,94,857374
2005-02-20,Venta,Tarragona,251,1305200
2005-02-20,Venta,Girona,254,1614170
2005-02-20,Venta,Barcelona,298,2436448
2005-02-20,Venta,Tarragona,214,1823708
2005-02-21,Venta,Barcelona,276,2148384
2005-02-22,Venta,Lleida,197,1594715
2005-02-22,Venta,Tarragona,111,698301
2005-02-22,Alquiler,Tarragona,81,523989
2005-02-22,Venta,Lleida,174,750984
2005-02-23,Alquiler,Lleida,214,1665134
2005-02-23,Alquiler,Lleida,227,1820540
2005-02-23,Venta,Lleida,152,1076464
2005-02-24,Venta,Girona,206,1136502
2005-02-24,Alquiler,Tarragona,150,1051500
2005-02-24,Alquiler,Tarragona,165,744480
2005-02-24,Venta,Tarragona,120,647280
2005-02-24,Venta,Girona,188,1697640
2005-02-25,Venta,Lleida,83,463306
2005-02-26,Venta,Lleida,72,322344
2005-02-26,Alquiler,Girona,62,484592
2005-02-26,Venta,Barcelona,133,1305129
2005-02-27,Alquiler,Lleida,77,711634
2005-02-27,Venta,Tarragona,219,1468614
2005-02-27,Venta,Barcelona,91,780598
2005-02-28,Alquiler,Barcelona,70,354270
2005-02-28,Alquiler,Barcelona,45,425790
2005-03-01,Venta,Girona,177,1203246
2005-03-01,Alquiler,Girona,45,360540
2005-03-01,Alquiler,Lleida,94,639952
2005-03-02,Venta,Barcelona,236,1388388
2005-03-03,Alquiler,Girona,151,756208
2005-03-03,Alquiler,Girona,50,442300
2005-03-03,Alquiler,Girona,93,375813
2005-03-03,Alquiler,Barcelona,255,1471605
2005-03-03,Venta,Girona,153,1401633
2005-03-03,Venta,Barcelona,142,1256274
2005-03-04,Alquiler,Girona,235,2055310
2005-03-04,Alquiler,Barcelona,239,1320236
2005-03-04,Alquiler,Tarragona,191,969707
2005-03-04,Alquiler,Girona,92,743360
2005-03-05,Venta,Girona,124,614048
2005-03-06,Venta,Tarragona,57,233358
2005-03-06,Venta,Barcelona,98,917378
2005-03-06,Alquiler,Barcelona,42,235746
2005-03-06,Venta,Barcelona,60,474600
2005-03-07,Venta,Tarragona,54,298350
2005-03-07,Alquiler,Tarragona,139,1100046
2005-03-07,Venta,Lleida,237,1013175
2005-03-07,Venta,Barcelona,255,2151435
2005-03-07,Venta,Barcelona,213,2105079
2005-03-07,Venta,Barcelona,117,953316
2005-03-07,Venta,Tarragona,250,1531000
2005-03-08,Alquiler,Girona,236,1449512
2005-03-08,Alquiler,Girona,91,395850
2005-03-09,Alquiler,Lleida,247,1504477
2005-03-09,Venta,Lleida,229,935694
2005-03-10,Venta,Barcelona,143,1246960
2005-03-10,Venta,Tarragona,154,1238006
2005-03-10,Alquiler,Girona,145,655690
2005-03-10,Alquiler,Lleida,42,293370
2005-03-10,Alquiler,Lleida,281,2688046
2005-03-11,Venta,Barcelona,184,1830800
2005-03-11,Venta,Girona,241,1729416
2005-03-11,Venta,Barcelona,251,2234653
2005-03-12,Venta,Tarragona,90,438480
2005-03-12,Alquiler,Barcelona,269,2032295
2005-03-12,Alquiler,Tarragona,245,1377880
