Fecha Alta,Referencia,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2004-09-11,720,Casa,Venta,Tarragona,226,2216608,2005-07-09,Luisa
2004-09-12,721,Industrial,Venta,Tarragona,44,266596,2005-04-23,Luisa
2004-09-13,726,Parking,Venta,Girona,112,1081360,2005-05-03,María
2004-09-16,728,Suelo,Venta,Barcelona,139,585746,2005-05-03,Pedro
2004-09-16,731,Casa,Venta,Girona,109,555246,2005-04-10,Joaquín
2004-09-16,732,Suelo,Venta,Tarragona,117,652743,2004-12-23,Pedro
2004-09-17,734,Piso,Venta,Lleida,85,644470,2005-06-22,María
2004-09-19,736,Industrial,Venta,Barcelona,112,840560,2005-06-29,Pedro
2004-09-20,739,Piso,Venta,Barcelona,250,1527750,2005-02-10,Luisa
2004-09-21,741,Parking,Venta,Tarragona,126,1184274,2005-07-28,María
2004-09-22,742,Suelo,Venta,Barcelona,218,1330236,2004-12-27,Pedro
2004-09-22,743,Local,Venta,Lleida,56,542864,2005-09-08,María
2004-09-22,744,Casa,Venta,Barcelona,99,538065,2005-06-19,Jesús
2004-09-22,745,Suelo,Venta,Lleida,83,445295,2005-01-30,Pedro
2004-09-23,749,Local,Venta,Lleida,114,679554,2005-09-16,Pedro
2004-09-23,751,Parking,Venta,Girona,132,556116,2005-09-11,Luisa
2004-09-25,752,Local,Venta,Barcelona,182,1509872,2005-08-05,Luisa
2004-09-25,753,Local,Venta,Lleida,67,399655,2005-08-13,Luisa
2004-09-25,755,Oficina,Venta,Tarragona,235,2202655,2005-04-16,Pedro
2004-09-26,757,Industrial,Venta,Barcelona,42,306726,2005-06-16,Jesús
2004-09-26,758,Piso,Venta,Barcelona,272,1535168,2005-07-26,Luisa
2004-09-26,761,Local,Venta,Girona,50,411700,2005-01-05,Carmen
2004-09-26,762,Parking,Venta,Barcelona,48,371712,2005-08-14,María
2004-09-29,768,Piso,Venta,Girona,231,1213212,2005-06-24,Carmen
2004-10-02,769,Casa,Venta,Barcelona,159,1162131,2005-08-25,Pedro
2004-10-04,770,Oficina,Venta,Lleida,185,1343840,2005-04-17,Carmen
2004-10-04,771,Industrial,Venta,Girona,44,223564,2005-09-26,Luisa
2004-10-04,772,Suelo,Venta,Barcelona,277,1363948,2005-01-02,Jesús
2004-10-04,773,Suelo,Venta,Lleida,59,484744,2005-05-27,Joaquín
2004-10-05,775,Local,Venta,Lleida,204,1606500,2005-07-25,Carmen
2004-10-05,776,Parking,Venta,Lleida,76,411160,2005-02-15,Joaquín
2004-10-06,780,Local,Venta,Tarragona,185,1607280,2005-03-28,Carmen
2004-10-06,782,Suelo,Venta,Girona,74,299996,2005-09-02,María
2004-10-06,786,Parking,Venta,Lleida,224,913248,2005-07-03,Jesús
2004-10-06,787,Casa,Venta,Barcelona,279,2064879,2005-05-07,María
2004-10-07,788,Casa,Venta,Girona,92,853852,2005-09-25,Carmen
2004-10-07,789,Piso,Venta,Barcelona,251,1781849,2005-07-23,Luisa
2004-10-07,790,Piso,Venta,Tarragona,108,647460,2005-03-10,Luisa
2004-10-08,791,Industrial,Venta,Girona,113,869196,2005-07-28,Jesús
2004-10-08,792,Piso,Venta,Tarragona,292,1565120,2005-10-02,Joaquín
2004-10-08,793,Piso,Venta,Lleida,88,507320,2005-09-06,María
2004-10-10,794,Oficina,Venta,Tarragona,277,1522946,2005-03-09,Joaquín
2004-10-11,797,Oficina,Venta,Barcelona,255,1442280,2005-05-04,Jesús
2004-10-11,798,Piso,Venta,Girona,222,1478742,2005-09-24,Jesús
2004-10-13,802,Suelo,Venta,Lleida,114,1106028,2005-02-27,María
2004-10-13,804,Industrial,Venta,Girona,114,580032,2005-03-28,Jesús
2004-10-14,806,Oficina,Venta,Girona,43,415552,2005-01-16,Luisa
2004-10-15,809,Casa,Venta,Tarragona,222,1292484,2005-10-01,Pedro
2004-10-15,810,Industrial,Venta,Barcelona,51,334305,2005-09-25,Carmen
2004-10-16,811,Industrial,Venta,Lleida,214,1805518,2005-08-30,Carmen
2004-10-16,812,Oficina,Venta,Tarragona,236,2208252,2005-04-21,Pedro
2004-10-17,813,Casa,Venta,Girona,138,733470,2005-04-04,Pedro
2004-10-17,815,Industrial,Venta,Tarragona,182,1690416,2005-09-04,Pedro
2004-10-19,819,Parking,Venta,Barcelona,102,562632,2005-09-01,Luisa
2004-10-19,821,Parking,Venta,Girona,161,1392006,2005-07-12,María
2004-10-20,822,Industrial,Venta,Tarragona,259,1628333,2005-08-09,María
2004-10-20,823,Parking,Venta,Lleida,177,992793,2005-03-20,Carmen
2004-10-21,825,Local,Venta,Tarragona,172,866880,2005-09-01,Luisa
2004-10-22,827,Industrial,Venta,Tarragona,149,1391809,2005-08-06,Pedro
2004-10-23,829,Local,Venta,Lleida,152,1218888,2005-03-04,Joaquín
2004-10-24,830,Local,Venta,Lleida,143,1409551,2005-04-23,Jesús
2004-10-24,831,Parking,Venta,Girona,115,880900,2005-07-04,Carmen
2004-10-24,834,Casa,Venta,Barcelona,73,592103,2005-03-21,Jesús
2004-10-25,835,Parking,Venta,Lleida,168,1276800,2005-07-25,Carmen
2004-10-25,836,Suelo,Venta,Tarragona,274,2124596,2005-02-21,Carmen
2004-10-27,837,Local,Venta,Girona,127,1021334,2005-05-21,Joaquín
2004-10-27,839,Local,Venta,Lleida,109,1029178,2005-07-13,Joaquín
2004-10-27,841,Piso,Venta,Girona,120,1061160,2005-04-13,Luisa
2004-10-29,842,Suelo,Venta,Barcelona,109,942196,2005-08-31,Joaquín
2004-10-30,843,Casa,Venta,Barcelona,175,1712725,2005-03-12,Carmen
2004-10-31,845,Industrial,Venta,Tarragona,280,1485680,2005-10-23,Luisa
2004-11-01,849,Casa,Venta,Tarragona,120,1003320,2005-07-18,Carmen
2004-11-02,853,Piso,Venta,Tarragona,246,1708716,2005-03-16,Jesús
2004-11-03,855,Suelo,Venta,Girona,223,1650200,2005-08-28,Carmen
2004-11-03,856,Industrial,Venta,Barcelona,247,995657,2005-06-29,Jesús
2004-11-03,857,Industrial,Venta,Girona,238,2379048,2005-09-08,María
2004-11-03,859,Suelo,Venta,Barcelona,65,397540,2005-05-22,Joaquín
2004-11-03,860,Piso,Venta,Lleida,288,2242656,2005-02-11,Jesús
2004-11-06,864,Industrial,Venta,Girona,108,553608,2005-02-04,Luisa
2004-11-07,866,Parking,Venta,Girona,136,1054544,2005-09-18,María
2004-11-07,867,Suelo,Venta,Tarragona,82,418692,2005-09-10,Luisa
2004-11-07,868,Suelo,Venta,Tarragona,127,912114,2005-09-20,Joaquín
2004-11-08,870,Industrial,Venta,Tarragona,245,1951180,2005-04-06,Luisa
2004-11-09,874,Piso,Venta,Tarragona,80,458560,2005-02-22,Pedro
2004-11-09,876,Industrial,Venta,Tarragona,114,968658,2005-06-29,María
2004-11-10,879,Oficina,Venta,Lleida,147,1070307,2005-07-10,Pedro
2004-11-11,882,Local,Venta,Tarragona,220,970420,2005-08-28,Luisa
2004-11-11,883,Piso,Venta,Girona,266,1370964,2005-10-22,María
2004-11-11,884,Piso,Venta,Girona,125,590875,2005-09-20,Carmen
2004-11-12,886,Piso,Venta,Girona,133,1191281,2005-06-28,Joaquín
2004-11-13,890,Oficina,Venta,Tarragona,165,1598520,2005-10-11,Pedro
2004-11-13,891,Casa,Venta,Girona,255,2543625,2005-08-29,Pedro
2004-11-14,893,Casa,Venta,Tarragona,228,1115604,2005-09-21,Pedro
2004-11-15,898,Casa,Venta,Barcelona,258,2449452,2005-03-14,Jesús
2004-11-16,899,Local,Venta,Barcelona,58,315810,2005-06-14,Jesús
2004-11-17,904,Piso,Venta,Barcelona,62,455762,2005-07-25,Pedro
2004-11-18,908,Parking,Venta,Girona,134,933444,2005-04-17,Pedro
2004-11-18,909,Industrial,Venta,Tarragona,127,1204595,2005-04-15,Carmen
2004-11-20,914,Piso,Venta,Girona,48,366480,2005-09-19,Pedro
2004-11-20,915,Oficina,Venta,Girona,285,1869885,2005-08-10,Jesús
2004-11-21,917,Parking,Venta,Tarragona,263,1719757,2005-08-28,Pedro
2004-11-23,920,Industrial,Venta,Barcelona,137,1242042,2005-08-08,Luisa
2004-11-24,921,Suelo,Venta,Tarragona,163,1273030,2005-06-16,Luisa
2004-11-24,922,Oficina,Venta,Lleida,217,1238202,2005-05-11,Joaquín
2004-11-24,923,Suelo,Venta,Tarragona,257,1440742,2005-07-09,Carmen
2004-11-27,930,Local,Venta,Tarragona,161,1604687,2005-03-05,Luisa
2004-11-27,931,Suelo,Venta,Lleida,223,2053384,2005-11-13,Carmen
2004-11-29,932,Parking,Venta,Lleida,121,754435,2005-04-23,Joaquín
2004-12-01,938,Local,Venta,Barcelona,158,766774,2005-03-24,Pedro
2004-12-02,940,Industrial,Venta,Barcelona,249,1662822,2005-07-11,Luisa
2004-12-02,941,Industrial,Venta,Barcelona,68,614244,2005-05-11,Jesús
2004-12-03,943,Piso,Venta,Tarragona,268,1273000,2005-06-16,Carmen
2004-12-04,945,Piso,Venta,Tarragona,162,894888,2005-03-26,Pedro
2004-12-04,946,Piso,Venta,Girona,243,1447551,2005-09-13,Pedro
2004-12-04,947,Suelo,Venta,Lleida,103,474624,2005-03-25,Carmen
2004-12-05,950,Piso,Venta,Girona,233,2153852,2005-03-11,Pedro
2004-12-06,951,Oficina,Venta,Barcelona,65,307255,2005-10-11,Carmen
2004-12-07,952,Industrial,Venta,Barcelona,142,954808,2005-06-18,María
2004-12-08,954,Parking,Venta,Lleida,68,330956,2005-09-18,María
2004-12-09,955,Suelo,Venta,Girona,200,1938400,2005-08-25,María
2004-12-09,956,Piso,Venta,Tarragona,80,509840,2005-05-21,Carmen
2004-12-10,959,Parking,Venta,Tarragona,291,1872876,2005-05-16,María
2004-12-10,960,Suelo,Venta,Girona,275,1732500,2005-07-10,Joaquín
2004-12-11,963,Local,Venta,Lleida,190,1593720,2005-05-28,Pedro
2004-12-11,964,Suelo,Venta,Girona,185,1038590,2005-07-15,Luisa
2004-12-11,965,Industrial,Venta,Girona,56,525616,2005-08-15,Joaquín
2004-12-12,967,Piso,Venta,Girona,175,722925,2005-03-18,Carmen
2004-12-14,969,Piso,Venta,Lleida,272,2581552,2005-10-22,Pedro
2004-12-14,971,Piso,Venta,Lleida,200,1145600,2005-09-22,María
2004-12-14,972,Piso,Venta,Girona,219,1059303,2005-07-27,Joaquín
2004-12-16,975,Suelo,Venta,Lleida,77,409563,2005-07-30,Pedro
2004-12-17,978,Casa,Venta,Tarragona,115,659295,2005-10-09,María
2004-12-18,980,Suelo,Venta,Barcelona,122,589016,2005-10-04,Joaquín
2004-12-18,981,Local,Venta,Girona,278,2273762,2005-11-30,Pedro
2004-12-21,987,Industrial,Venta,Lleida,258,1894752,2005-08-21,Carmen
2004-12-21,989,Piso,Venta,Lleida,81,528120,2005-07-09,Joaquín
2004-12-21,990,Industrial,Venta,Barcelona,182,1717898,2005-04-24,Pedro
2004-12-21,991,Oficina,Venta,Barcelona,233,1870757,2005-10-13,Luisa
2004-12-22,993,Industrial,Venta,Tarragona,201,1911510,2005-06-23,Luisa
2004-12-22,994,Local,Venta,Girona,187,1346961,2005-12-20,Joaquín
2004-12-22,995,Oficina,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
2004-12-23,998,Local,Venta,Girona,219,2101743,2005-07-30,Luisa
2004-12-23,999,Industrial,Venta,Girona,67,430743,2005-06-06,Pedro
2004-12-24,1000,Parking,Venta,Lleida,300,2707200,2005-10-15,Luisa
2004-12-25,1001,Local,Venta,Barcelona,250,1368750,2005-06-07,Luisa
2004-12-25,1003,Parking,Venta,Tarragona,87,638058,2005-07-19,Jesús
2004-12-26,1004,Piso,Venta,Lleida,95,866780,2005-04-15,Jesús
2004-12-26,1006,Suelo,Venta,Lleida,215,1706240,2005-04-25,Pedro
2004-12-27,1008,Casa,Venta,Lleida,121,622787,2005-05-02,Carmen
2004-12-27,1010,Parking,Venta,Girona,211,945702,2005-12-04,Luisa
2004-12-30,1012,Oficina,Venta,Tarragona,173,1008071,2005-07-21,Jesús
2004-12-31,1013,Oficina,Venta,Barcelona,191,1657880,2005-09-06,Pedro
2004-12-31,1014,Casa,Venta,Barcelona,146,1457226,2005-11-05,María
2005-01-01,1017,Parking,Venta,Girona,217,2101862,2005-10-23,Carmen
2005-01-02,1019,Suelo,Venta,Lleida,47,369984,2005-08-24,Jesús
2005-01-03,1023,Oficina,Venta,Girona,105,889980,2005-10-16,Pedro
2005-01-05,1028,Casa,Venta,Lleida,81,610416,2005-11-25,Joaquín
2005-01-07,1035,Industrial,Venta,Barcelona,252,2398788,2005-11-19,Jesús
2005-01-07,1036,Local,Venta,Lleida,180,1636560,2005-08-31,Luisa
2005-01-08,1037,Industrial,Venta,Lleida,271,2496723,2005-12-12,Jesús
2005-01-09,1040,Local,Venta,Barcelona,162,1315440,2005-09-16,Jesús
2005-01-10,1042,Suelo,Venta,Tarragona,90,374310,2005-12-07,María
2005-01-12,1049,Oficina,Venta,Barcelona,73,672987,2005-04-21,Joaquín
2005-01-12,1050,Casa,Venta,Tarragona,120,703680,2005-09-16,Carmen
2005-01-12,1051,Parking,Venta,Lleida,246,1940448,2005-10-08,Pedro
2005-01-12,1052,Casa,Venta,Girona,75,624600,2005-12-12,María
2005-01-13,1053,Industrial,Venta,Girona,42,224280,2005-07-10,María
2005-01-15,1057,Casa,Venta,Barcelona,90,599850,2005-12-30,María
2005-01-15,1058,Parking,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
2005-01-16,1059,Oficina,Venta,Girona,133,573230,2005-09-20,Jesús
2005-01-17,1060,Piso,Venta,Barcelona,80,500560,2005-12-11,Jesús
2005-01-17,1061,Industrial,Venta,Barcelona,45,259515,2005-12-17,Joaquín
2005-01-18,1062,Parking,Venta,Tarragona,68,652052,2005-09-20,Joaquín
2005-01-19,1063,Oficina,Venta,Barcelona,213,1886541,2005-09-05,Jesús
2005-01-20,1066,Suelo,Venta,Girona,287,2808008,2005-06-24,Pedro
2005-01-20,1067,Suelo,Venta,Lleida,108,892620,2005-11-08,Pedro
2005-01-21,1068,Parking,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
2005-01-21,1069,Local,Venta,Tarragona,108,1065744,2005-05-03,Pedro
2005-01-21,1070,Parking,Venta,Lleida,232,1162784,2005-08-23,Pedro
2005-01-21,1071,Parking,Venta,Girona,118,1134452,2005-04-27,Carmen
2005-01-23,1076,Parking,Venta,Lleida,72,298368,2005-04-26,Luisa
2005-01-24,1079,Oficina,Venta,Girona,91,777686,2005-10-19,Luisa
2005-01-25,1082,Oficina,Venta,Tarragona,173,1615128,2005-05-06,Carmen
2005-01-25,1085,Industrial,Venta,Barcelona,47,424175,2005-06-19,Joaquín
2005-01-27,1089,Industrial,Venta,Barcelona,168,1081248,2005-06-01,Carmen
2005-01-28,1091,Oficina,Venta,Tarragona,110,943800,2006-01-26,Jesús
2005-02-01,1094,Piso,Venta,Barcelona,139,1187477,2005-05-31,Carmen
2005-02-01,1095,Local,Venta,Barcelona,300,1772700,2006-01-03,María
2005-02-01,1096,Local,Venta,Girona,64,539392,2005-08-03,Pedro
2005-02-01,1097,Oficina,Venta,Tarragona,156,771108,2005-07-25,Luisa
2005-02-01,1098,Suelo,Venta,Barcelona,262,1960808,2005-09-11,Pedro
2005-02-02,1102,Casa,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
2005-02-03,1103,Local,Venta,Lleida,125,932250,2005-08-03,María
2005-02-03,1104,Oficina,Venta,Lleida,114,786714,2005-09-04,Luisa
2005-02-04,1106,Oficina,Venta,Girona,141,1279434,2005-09-26,Carmen
2005-02-05,1110,Local,Venta,Lleida,110,924990,2005-09-25,Pedro
2005-02-06,1113,Parking,Venta,Tarragona,157,1323353,2005-07-25,Luisa
2005-02-07,1114,Industrial,Venta,Girona,76,499244,2005-07-04,Luisa
2005-02-08,1116,Local,Venta,Lleida,96,493632,2006-01-13,Jesús
2005-02-10,1120,Local,Venta,Girona,180,1707660,2005-07-28,Joaquín
2005-02-10,1121,Piso,Venta,Lleida,176,1592624,2005-05-20,Carmen
2005-02-11,1122,Piso,Venta,Girona,228,1339044,2005-12-14,Pedro
2005-02-11,1123,Oficina,Venta,Girona,157,879357,2005-05-17,Joaquín
2005-02-11,1124,Piso,Venta,Girona,208,1215344,2005-05-27,Jesús
2005-02-13,1126,Piso,Venta,Tarragona,111,462315,2006-01-13,Luisa
2005-02-14,1128,Parking,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
2005-02-15,1131,Parking,Venta,Barcelona,156,795912,2006-01-06,Carmen
2005-02-15,1133,Oficina,Venta,Lleida,132,712404,2005-08-03,Carmen
2005-02-15,1134,Local,Venta,Barcelona,122,879254,2005-06-25,Luisa
2005-02-16,1136,Suelo,Venta,Lleida,67,297882,2006-02-08,Joaquín
2005-02-16,1137,Piso,Venta,Lleida,75,563475,2005-12-25,Pedro
2005-02-16,1138,Casa,Venta,Barcelona,257,1066550,2005-09-23,Carmen
2005-02-16,1139,Industrial,Venta,Girona,96,742176,2005-12-15,Pedro
2005-02-16,1140,Suelo,Venta,Tarragona,140,1318660,2005-10-16,Pedro
2005-02-16,1141,Parking,Venta,Lleida,179,1601334,2005-11-07,Jesús
2005-02-16,1142,Casa,Venta,Tarragona,230,1033850,2005-10-30,María
2005-02-17,1146,Oficina,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
2005-02-18,1151,Local,Venta,Barcelona,158,1308398,2006-02-05,Carmen
2005-02-19,1152,Local,Venta,Girona,224,1966272,2005-12-02,Pedro
2005-02-19,1153,Suelo,Venta,Lleida,272,2021232,2005-10-16,Jesús
2005-02-20,1155,Suelo,Venta,Tarragona,94,857374,2005-12-11,Carmen
2005-02-20,1156,Industrial,Venta,Tarragona,251,1305200,2005-12-18,Luisa
2005-02-20,1157,Local,Venta,Girona,254,1614170,2006-01-18,María
2005-02-20,1158,Oficina,Venta,Barcelona,298,2436448,2005-08-13,Carmen
2005-02-20,1159,Industrial,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
2005-02-21,1160,Industrial,Venta,Barcelona,276,2148384,2005-10-12,Jesús
2005-02-22,1161,Suelo,Venta,Lleida,197,1594715,2006-01-15,Luisa
2005-02-22,1162,Local,Venta,Tarragona,111,698301,2005-10-23,Joaquín
2005-02-22,1164,Parking,Venta,Lleida,174,750984,2005-07-07,Joaquín
2005-02-23,1167,Parking,Venta,Lleida,152,1076464,2005-05-27,Pedro
2005-02-24,1168,Piso,Venta,Girona,206,1136502,2006-01-22,Pedro
2005-02-24,1171,Oficina,Venta,Tarragona,120,647280,2005-09-02,Jesús
2005-02-24,1172,Oficina,Venta,Girona,188,1697640,2005-08-04,Luisa
2005-02-25,1173,Local,Venta,Lleida,83,463306,2005-09-04,María
2005-02-26,1174,Piso,Venta,Lleida,72,322344,2005-08-03,María
2005-02-26,1176,Casa,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
2005-02-27,1178,Parking,Venta,Tarragona,219,1468614,2005-10-10,Pedro
2005-02-27,1179,Casa,Venta,Barcelona,91,780598,2005-11-07,Jesús
2005-03-01,1182,Suelo,Venta,Girona,177,1203246,2006-02-20,Carmen
2005-03-02,1185,Piso,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
2005-03-03,1190,Parking,Venta,Girona,153,1401633,2005-09-14,Carmen
2005-03-03,1191,Industrial,Venta,Barcelona,142,1256274,2005-07-21,Pedro
2005-03-05,1196,Suelo,Venta,Girona,124,614048,2005-07-13,Joaquín
2005-03-06,1197,Suelo,Venta,Tarragona,57,233358,2005-12-18,Luisa
2005-03-06,1198,Piso,Venta,Barcelona,98,917378,2005-12-06,Pedro
2005-03-06,1200,Local,Venta,Barcelona,60,474600,2005-10-01,Luisa
2005-03-07,1201,Suelo,Venta,Tarragona,54,298350,2005-06-14,Carmen
2005-03-07,1203,Industrial,Venta,Lleida,237,1013175,2006-01-10,Pedro
2005-03-07,1204,Oficina,Venta,Barcelona,255,2151435,2005-08-26,Pedro
2005-03-07,1205,Local,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
2005-03-07,1206,Suelo,Venta,Barcelona,117,953316,2005-12-27,María
2005-03-07,1207,Oficina,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
2005-03-09,1211,Local,Venta,Lleida,229,935694,2005-10-18,Jesús
2005-03-10,1212,Casa,Venta,Barcelona,143,1246960,2005-09-28,Carmen
2005-03-10,1213,Casa,Venta,Tarragona,154,1238006,2005-09-04,María
2005-03-11,1217,Casa,Venta,Barcelona,184,1830800,2006-01-25,Pedro
2005-03-11,1218,Piso,Venta,Girona,241,1729416,2005-09-18,Carmen
2005-03-11,1219,Suelo,Venta,Barcelona,251,2234653,2005-08-01,Luisa
2005-03-12,1220,Parking,Venta,Tarragona,90,438480,2005-10-23,Joaquín
2005-03-12,1223,Parking,Venta,Girona,181,1805475,2005-06-10,María
2005-03-13,1224,Parking,Venta,Tarragona,124,1070740,2005-12-22,Carmen
2005-03-14,1225,Parking,Venta,Girona,164,785068,2006-01-22,Jesús
2005-03-14,1226,Piso,Venta,Lleida,291,1497195,2005-08-17,María
2005-03-15,1230,Suelo,Venta,Girona,268,2422720,2005-11-27,Carmen
2005-03-16,1231,Suelo,Venta,Barcelona,130,1292980,2005-11-11,Luisa
2005-03-17,1233,Parking,Venta,Lleida,88,820776,2005-08-20,Carmen
2005-03-17,1234,Local,Venta,Lleida,116,848888,2005-07-26,Jesús
2005-03-18,1235,Piso,Venta,Lleida,233,1673173,2005-06-28,Joaquín
2005-03-18,1236,Oficina,Venta,Barcelona,116,841232,2006-01-18,María
2005-03-19,1238,Casa,Venta,Girona,192,820608,2005-07-28,Luisa
2005-03-19,1239,Casa,Venta,Lleida,149,839615,2005-10-05,María
2005-03-20,1245,Parking,Venta,Girona,276,1477428,2005-11-23,María
2005-03-21,1246,Parking,Venta,Barcelona,68,367132,2005-08-31,Joaquín
2005-03-22,1247,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
2005-03-23,1250,Piso,Venta,Girona,163,1362843,2006-01-31,Luisa
2005-03-23,1252,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
2005-03-24,1254,Industrial,Venta,Barcelona,127,757809,2006-02-20,Luisa
2005-03-24,1255,Casa,Venta,Girona,40,354360,2005-10-16,Carmen
2005-03-24,1256,Piso,Venta,Girona,168,1620192,2005-10-09,María
2005-03-25,1257,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
2005-03-25,1259,Industrial,Venta,Tarragona,180,1495260,2005-11-03,Luisa
2005-03-26,1260,Industrial,Venta,Barcelona,91,485849,2005-07-24,Pedro
2005-03-27,1263,Casa,Venta,Tarragona,196,849464,2006-03-26,Jesús
2005-03-28,1266,Oficina,Venta,Tarragona,57,363261,2005-07-24,Joaquín
2005-03-29,1267,Parking,Venta,Lleida,40,349720,2006-02-14,Luisa
2005-03-30,1269,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
2005-03-30,1271,Parking,Venta,Tarragona,196,1730876,2005-07-12,Luisa
2005-03-31,1273,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
2005-03-31,1274,Piso,Venta,Lleida,189,1821771,2005-07-09,Pedro
2005-04-02,1279,Suelo,Venta,Lleida,124,804884,2005-07-24,Carmen
2005-04-04,1281,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
2005-04-04,1282,Casa,Venta,Tarragona,102,520914,2005-07-17,Jesús
2005-04-05,1287,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
2005-04-06,1291,Industrial,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
2005-04-06,1293,Industrial,Venta,Tarragona,230,1806650,2005-11-30,Pedro
2005-04-07,1294,Local,Venta,Barcelona,102,480318,2006-01-12,Joaquín
2005-04-07,1296,Oficina,Venta,Lleida,89,716272,2005-08-31,Carmen
2005-04-07,1297,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
2005-04-08,1298,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
2005-04-09,1299,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
2005-04-09,1300,Suelo,Venta,Barcelona,71,309702,2005-08-09,Carmen
2005-04-10,1301,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
2005-04-11,1302,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
2005-04-11,1303,Suelo,Venta,Tarragona,130,657020,2006-01-20,Pedro
2005-04-13,1304,Industrial,Venta,Tarragona,102,627300,2006-03-28,Pedro
2005-04-14,1305,Oficina,Venta,Tarragona,91,778141,2005-09-15,Jesús
2005-04-14,1306,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
2005-04-15,1307,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
2005-04-15,1308,Parking,Venta,Lleida,149,1004707,2006-01-18,Joaquín
2005-04-16,1312,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
2005-04-17,1317,Oficina,Venta,Tarragona,93,375999,2006-01-12,Pedro
2005-04-18,1322,Local,Venta,Lleida,245,2396835,2005-08-18,Joaquín
2005-04-19,1324,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
2005-04-19,1327,Industrial,Venta,Barcelona,43,281521,2005-10-27,Jesús
2005-04-20,1329,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
2005-04-21,1331,Piso,Venta,Tarragona,176,1435632,2006-03-10,Luisa
2005-04-21,1333,Industrial,Venta,Tarragona,42,287952,2006-01-01,Carmen
2005-04-22,1335,Local,Venta,Tarragona,229,954930,2005-08-15,María
2005-04-24,1338,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
2005-04-24,1340,Oficina,Venta,Tarragona,172,1033548,2006-01-01,Carmen
2005-04-25,1341,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
2005-04-25,1342,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
2005-04-25,1344,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
2005-04-26,1347,Local,Venta,Barcelona,115,950015,2005-09-26,Pedro
2005-04-26,1348,Casa,Venta,Lleida,201,1850004,2006-01-15,Joaquín
2005-04-26,1349,Casa,Venta,Barcelona,102,892704,2006-01-22,Joaquín
2005-04-26,1351,Piso,Venta,Tarragona,59,505040,2005-09-08,Carmen
2005-04-27,1352,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
2005-04-28,1354,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
2005-04-28,1356,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
2005-04-28,1357,Local,Venta,Lleida,285,1827420,2006-02-06,Luisa
2005-04-29,1358,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
2005-04-29,1359,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
2005-04-29,1360,Parking,Venta,Tarragona,196,1201480,2005-09-18,María
2005-04-30,1361,Local,Venta,Tarragona,186,1179612,2005-10-06,Carmen
2005-04-30,1363,Casa,Venta,Girona,157,729579,2006-01-01,Joaquín
2005-05-01,1364,Industrial,Venta,Lleida,82,783510,2006-02-13,Joaquín
2005-05-01,1365,Casa,Venta,Girona,65,350155,2005-11-14,María
2005-05-01,1366,Suelo,Venta,Tarragona,104,850720,2006-03-28,Pedro
2005-05-02,1368,Oficina,Venta,Tarragona,45,183105,2005-12-06,Joaquín
2005-05-04,1372,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
2005-05-04,1373,Suelo,Venta,Lleida,224,2211328,2006-02-23,Pedro
2005-05-04,1374,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
2005-05-04,1375,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
