Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Piso,989,2004-12-21,Venta,Lleida,81,528120,2005-07-09,Joaquín
Industrial,990,2004-12-21,Venta,Barcelona,182,1717898,2005-04-24,Pedro
Oficina,991,2004-12-21,Venta,Barcelona,233,1870757,2005-10-13,Luisa
Industrial,993,2004-12-22,Venta,Tarragona,201,1911510,2005-06-23,Luisa
Oficina,995,2004-12-22,Venta,Tarragona,180,1414800,2005-05-29,Joaquín
Parking,1000,2004-12-24,Venta,Lleida,300,2707200,2005-10-15,Luisa
Local,1001,2004-12-25,Venta,Barcelona,250,1368750,2005-06-07,Luisa
Parking,1003,2004-12-25,Venta,Tarragona,87,638058,2005-07-19,Jesús
Piso,1004,2004-12-26,Venta,Lleida,95,866780,2005-04-15,Jesús
Suelo,1006,2004-12-26,Venta,Lleida,215,1706240,2005-04-25,Pedro
Casa,1008,2004-12-27,Venta,Lleida,121,622787,2005-05-02,Carmen
Oficina,1012,2004-12-30,Venta,Tarragona,173,1008071,2005-07-21,Jesús
Oficina,1013,2004-12-31,Venta,Barcelona,191,1657880,2005-09-06,Pedro
Casa,1014,2004-12-31,Venta,Barcelona,146,1457226,2005-11-05,María
Suelo,1019,2005-01-02,Venta,Lleida,47,369984,2005-08-24,Jesús
Casa,1028,2005-01-05,Venta,Lleida,81,610416,2005-11-25,Joaquín
Industrial,1035,2005-01-07,Venta,Barcelona,252,2398788,2005-11-19,Jesús
Local,1036,2005-01-07,Venta,Lleida,180,1636560,2005-08-31,Luisa
Industrial,1037,2005-01-08,Venta,Lleida,271,2496723,2005-12-12,Jesús
Local,1040,2005-01-09,Venta,Barcelona,162,1315440,2005-09-16,Jesús
Suelo,1042,2005-01-10,Venta,Tarragona,90,374310,2005-12-07,María
Oficina,1049,2005-01-12,Venta,Barcelona,73,672987,2005-04-21,Joaquín
Casa,1050,2005-01-12,Venta,Tarragona,120,703680,2005-09-16,Carmen
Parking,1051,2005-01-12,Venta,Lleida,246,1940448,2005-10-08,Pedro
Casa,1057,2005-01-15,Venta,Barcelona,90,599850,2005-12-30,María
Parking,1058,2005-01-15,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
Piso,1060,2005-01-17,Venta,Barcelona,80,500560,2005-12-11,Jesús
Industrial,1061,2005-01-17,Venta,Barcelona,45,259515,2005-12-17,Joaquín
Parking,1062,2005-01-18,Venta,Tarragona,68,652052,2005-09-20,Joaquín
Oficina,1063,2005-01-19,Venta,Barcelona,213,1886541,2005-09-05,Jesús
Suelo,1067,2005-01-20,Venta,Lleida,108,892620,2005-11-08,Pedro
Parking,1068,2005-01-21,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
Local,1069,2005-01-21,Venta,Tarragona,108,1065744,2005-05-03,Pedro
Parking,1070,2005-01-21,Venta,Lleida,232,1162784,2005-08-23,Pedro
Parking,1076,2005-01-23,Venta,Lleida,72,298368,2005-04-26,Luisa
Oficina,1082,2005-01-25,Venta,Tarragona,173,1615128,2005-05-06,Carmen
Industrial,1085,2005-01-25,Venta,Barcelona,47,424175,2005-06-19,Joaquín
Industrial,1089,2005-01-27,Venta,Barcelona,168,1081248,2005-06-01,Carmen
Oficina,1091,2005-01-28,Venta,Tarragona,110,943800,2006-01-26,Jesús
Piso,1094,2005-02-01,Venta,Barcelona,139,1187477,2005-05-31,Carmen
Local,1095,2005-02-01,Venta,Barcelona,300,1772700,2006-01-03,María
Oficina,1097,2005-02-01,Venta,Tarragona,156,771108,2005-07-25,Luisa
Suelo,1098,2005-02-01,Venta,Barcelona,262,1960808,2005-09-11,Pedro
Casa,1102,2005-02-02,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
Local,1103,2005-02-03,Venta,Lleida,125,932250,2005-08-03,María
Oficina,1104,2005-02-03,Venta,Lleida,114,786714,2005-09-04,Luisa
Local,1110,2005-02-05,Venta,Lleida,110,924990,2005-09-25,Pedro
Parking,1113,2005-02-06,Venta,Tarragona,157,1323353,2005-07-25,Luisa
Local,1116,2005-02-08,Venta,Lleida,96,493632,2006-01-13,Jesús
Piso,1121,2005-02-10,Venta,Lleida,176,1592624,2005-05-20,Carmen
Piso,1126,2005-02-13,Venta,Tarragona,111,462315,2006-01-13,Luisa
Parking,1128,2005-02-14,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
Parking,1131,2005-02-15,Venta,Barcelona,156,795912,2006-01-06,Carmen
Oficina,1133,2005-02-15,Venta,Lleida,132,712404,2005-08-03,Carmen
Local,1134,2005-02-15,Venta,Barcelona,122,879254,2005-06-25,Luisa
Suelo,1136,2005-02-16,Venta,Lleida,67,297882,2006-02-08,Joaquín
Piso,1137,2005-02-16,Venta,Lleida,75,563475,2005-12-25,Pedro
Casa,1138,2005-02-16,Venta,Barcelona,257,1066550,2005-09-23,Carmen
Suelo,1140,2005-02-16,Venta,Tarragona,140,1318660,2005-10-16,Pedro
Parking,1141,2005-02-16,Venta,Lleida,179,1601334,2005-11-07,Jesús
Casa,1142,2005-02-16,Venta,Tarragona,230,1033850,2005-10-30,María
Oficina,1146,2005-02-17,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
Local,1151,2005-02-18,Venta,Barcelona,158,1308398,2006-02-05,Carmen
Suelo,1153,2005-02-19,Venta,Lleida,272,2021232,2005-10-16,Jesús
Suelo,1155,2005-02-20,Venta,Tarragona,94,857374,2005-12-11,Carmen
Industrial,1156,2005-02-20,Venta,Tarragona,251,1305200,2005-12-18,Luisa
Oficina,1158,2005-02-20,Venta,Barcelona,298,2436448,2005-08-13,Carmen
Industrial,1159,2005-02-20,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
Industrial,1160,2005-02-21,Venta,Barcelona,276,2148384,2005-10-12,Jesús
Suelo,1161,2005-02-22,Venta,Lleida,197,1594715,2006-01-15,Luisa
Local,1162,2005-02-22,Venta,Tarragona,111,698301,2005-10-23,Joaquín
Parking,1164,2005-02-22,Venta,Lleida,174,750984,2005-07-07,Joaquín
Parking,1167,2005-02-23,Venta,Lleida,152,1076464,2005-05-27,Pedro
Oficina,1171,2005-02-24,Venta,Tarragona,120,647280,2005-09-02,Jesús
Local,1173,2005-02-25,Venta,Lleida,83,463306,2005-09-04,María
Piso,1174,2005-02-26,Venta,Lleida,72,322344,2005-08-03,María
Casa,1176,2005-02-26,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
Parking,1178,2005-02-27,Venta,Tarragona,219,1468614,2005-10-10,Pedro
Casa,1179,2005-02-27,Venta,Barcelona,91,780598,2005-11-07,Jesús
Piso,1185,2005-03-02,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
Industrial,1191,2005-03-03,Venta,Barcelona,142,1256274,2005-07-21,Pedro
Suelo,1197,2005-03-06,Venta,Tarragona,57,233358,2005-12-18,Luisa
Piso,1198,2005-03-06,Venta,Barcelona,98,917378,2005-12-06,Pedro
Local,1200,2005-03-06,Venta,Barcelona,60,474600,2005-10-01,Luisa
Suelo,1201,2005-03-07,Venta,Tarragona,54,298350,2005-06-14,Carmen
Industrial,1203,2005-03-07,Venta,Lleida,237,1013175,2006-01-10,Pedro
Oficina,1204,2005-03-07,Venta,Barcelona,255,2151435,2005-08-26,Pedro
Local,1205,2005-03-07,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
Suelo,1206,2005-03-07,Venta,Barcelona,117,953316,2005-12-27,María
Oficina,1207,2005-03-07,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
Local,1211,2005-03-09,Venta,Lleida,229,935694,2005-10-18,Jesús
Casa,1212,2005-03-10,Venta,Barcelona,143,1246960,2005-09-28,Carmen
Casa,1213,2005-03-10,Venta,Tarragona,154,1238006,2005-09-04,María
Casa,1217,2005-03-11,Venta,Barcelona,184,1830800,2006-01-25,Pedro
Suelo,1219,2005-03-11,Venta,Barcelona,251,2234653,2005-08-01,Luisa
Parking,1220,2005-03-12,Venta,Tarragona,90,438480,2005-10-23,Joaquín
Parking,1224,2005-03-13,Venta,Tarragona,124,1070740,2005-12-22,Carmen
Piso,1226,2005-03-14,Venta,Lleida,291,1497195,2005-08-17,María
Suelo,1231,2005-03-16,Venta,Barcelona,130,1292980,2005-11-11,Luisa
Parking,1233,2005-03-17,Venta,Lleida,88,820776,2005-08-20,Carmen
Local,1234,2005-03-17,Venta,Lleida,116,848888,2005-07-26,Jesús
Piso,1235,2005-03-18,Venta,Lleida,233,1673173,2005-06-28,Joaquín
Oficina,1236,2005-03-18,Venta,Barcelona,116,841232,2006-01-18,María
Casa,1239,2005-03-19,Venta,Lleida,149,839615,2005-10-05,María
Parking,1246,2005-03-21,Venta,Barcelona,68,367132,2005-08-31,Joaquín
Industrial,1247,2005-03-22,Venta,Barcelona,268,1557884,2005-12-09,Luisa
Oficina,1252,2005-03-23,Venta,Barcelona,126,867636,2005-11-02,Luisa
Industrial,1254,2005-03-24,Venta,Barcelona,127,757809,2006-02-20,Luisa
Industrial,1259,2005-03-25,Venta,Tarragona,180,1495260,2005-11-03,Luisa
Industrial,1260,2005-03-26,Venta,Barcelona,91,485849,2005-07-24,Pedro
Casa,1263,2005-03-27,Venta,Tarragona,196,849464,2006-03-26,Jesús
Oficina,1266,2005-03-28,Venta,Tarragona,57,363261,2005-07-24,Joaquín
Parking,1267,2005-03-29,Venta,Lleida,40,349720,2006-02-14,Luisa
Piso,1269,2005-03-30,Venta,Barcelona,138,1307688,2006-02-11,María
Parking,1271,2005-03-30,Venta,Tarragona,196,1730876,2005-07-12,Luisa
Piso,1274,2005-03-31,Venta,Lleida,189,1821771,2005-07-09,Pedro
Suelo,1279,2005-04-02,Venta,Lleida,124,804884,2005-07-24,Carmen
Casa,1282,2005-04-04,Venta,Tarragona,102,520914,2005-07-17,Jesús
Suelo,1287,2005-04-05,Venta,Barcelona,194,1612334,2005-09-21,Jesús
Industrial,1291,2005-04-06,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
Industrial,1293,2005-04-06,Venta,Tarragona,230,1806650,2005-11-30,Pedro
Local,1294,2005-04-07,Venta,Barcelona,102,480318,2006-01-12,Joaquín
Oficina,1296,2005-04-07,Venta,Lleida,89,716272,2005-08-31,Carmen
Industrial,1298,2005-04-08,Venta,Barcelona,248,1179488,2005-12-26,Jesús
Suelo,1300,2005-04-09,Venta,Barcelona,71,309702,2005-08-09,Carmen
Suelo,1301,2005-04-10,Venta,Tarragona,299,2531334,2005-12-18,Carmen
Suelo,1303,2005-04-11,Venta,Tarragona,130,657020,2006-01-20,Pedro
Industrial,1304,2005-04-13,Venta,Tarragona,102,627300,2006-03-28,Pedro
Oficina,1305,2005-04-14,Venta,Tarragona,91,778141,2005-09-15,Jesús
Casa,1306,2005-04-14,Venta,Barcelona,274,2229812,2005-08-26,María
Parking,1308,2005-04-15,Venta,Lleida,149,1004707,2006-01-18,Joaquín
Oficina,1317,2005-04-17,Venta,Tarragona,93,375999,2006-01-12,Pedro
Local,1322,2005-04-18,Venta,Lleida,245,2396835,2005-08-18,Joaquín
Industrial,1327,2005-04-19,Venta,Barcelona,43,281521,2005-10-27,Jesús
Piso,1331,2005-04-21,Venta,Tarragona,176,1435632,2006-03-10,Luisa
Industrial,1333,2005-04-21,Venta,Tarragona,42,287952,2006-01-01,Carmen
Local,1335,2005-04-22,Venta,Tarragona,229,954930,2005-08-15,María
Oficina,1340,2005-04-24,Venta,Tarragona,172,1033548,2006-01-01,Carmen
Parking,1342,2005-04-25,Venta,Barcelona,194,1698664,2006-03-20,Carmen
Parking,1344,2005-04-25,Venta,Tarragona,285,1500240,2005-08-20,Carmen
Local,1347,2005-04-26,Venta,Barcelona,115,950015,2005-09-26,Pedro
Casa,1348,2005-04-26,Venta,Lleida,201,1850004,2006-01-15,Joaquín
Casa,1349,2005-04-26,Venta,Barcelona,102,892704,2006-01-22,Joaquín
Piso,1351,2005-04-26,Venta,Tarragona,59,505040,2005-09-08,Carmen
Industrial,1354,2005-04-28,Venta,Barcelona,242,2418064,2005-10-24,Jesús
Suelo,1356,2005-04-28,Venta,Barcelona,161,1421308,2005-11-12,Pedro
Local,1357,2005-04-28,Venta,Lleida,285,1827420,2006-02-06,Luisa
Local,1358,2005-04-29,Venta,Tarragona,274,2474494,2006-03-25,Carmen
Parking,1359,2005-04-29,Venta,Tarragona,256,1059328,2006-04-17,Jesús
Parking,1360,2005-04-29,Venta,Tarragona,196,1201480,2005-09-18,María
Local,1361,2005-04-30,Venta,Tarragona,186,1179612,2005-10-06,Carmen
Industrial,1364,2005-05-01,Venta,Lleida,82,783510,2006-02-13,Joaquín
Suelo,1366,2005-05-01,Venta,Tarragona,104,850720,2006-03-28,Pedro
Oficina,1368,2005-05-02,Venta,Tarragona,45,183105,2005-12-06,Joaquín
Industrial,1372,2005-05-04,Venta,Barcelona,286,2633774,2005-09-01,Carmen
Suelo,1373,2005-05-04,Venta,Lleida,224,2211328,2006-02-23,Pedro
Local,1374,2005-05-04,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
Casa,1376,2005-05-04,Venta,Lleida,104,609128,2005-12-27,María
Industrial,1377,2005-05-05,Venta,Tarragona,128,832000,2005-10-06,Luisa
Parking,1382,2005-05-06,Venta,Tarragona,248,1352096,2006-03-14,Jesús
Parking,1385,2005-05-08,Venta,Barcelona,258,2066064,2005-11-25,María
Oficina,1390,2005-05-09,Venta,Lleida,111,924741,2006-03-15,Carmen
Oficina,1393,2005-05-09,Venta,Tarragona,44,305756,2005-11-02,Carmen
Casa,1394,2005-05-09,Venta,Barcelona,254,2011934,2006-03-04,Jesús
Suelo,1400,2005-05-13,Venta,Lleida,190,1670100,2005-11-10,María
Casa,1401,2005-05-13,Venta,Barcelona,280,2349200,2006-04-13,Pedro
Industrial,1402,2005-05-13,Venta,Tarragona,155,1133050,2006-02-28,Pedro
Local,1404,2005-05-15,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
Parking,1406,2005-05-15,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
Oficina,1407,2005-05-16,Venta,Tarragona,233,1864000,2005-12-06,Luisa
Parking,1408,2005-05-16,Venta,Barcelona,185,1384355,2005-11-15,Luisa
Industrial,1409,2005-05-16,Venta,Lleida,206,1733696,2005-09-16,Pedro
Oficina,1410,2005-05-18,Venta,Tarragona,80,662000,2006-04-08,Carmen
Oficina,1413,2005-05-18,Venta,Barcelona,159,742848,2005-10-12,Joaquín
Piso,1417,2005-05-21,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
Oficina,1420,2005-05-21,Venta,Tarragona,169,1040871,2005-09-02,Pedro
Industrial,1421,2005-05-22,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
Parking,1425,2005-05-23,Venta,Barcelona,63,516159,2006-03-13,Luisa
Industrial,1430,2005-05-25,Venta,Lleida,63,416430,2006-01-09,Pedro
Piso,1431,2005-05-25,Venta,Barcelona,208,1792128,2006-04-15,Jesús
Suelo,1432,2005-05-25,Venta,Barcelona,54,264438,2005-08-23,Joaquín
Parking,1434,2005-05-27,Venta,Tarragona,134,572984,2005-12-30,Jesús
Industrial,1436,2005-05-27,Venta,Lleida,175,1428350,2005-11-08,Jesús
Industrial,1437,2005-05-27,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
Parking,1438,2005-05-28,Venta,Lleida,108,1001376,2006-02-10,Carmen
Industrial,1442,2005-05-29,Venta,Barcelona,160,1496320,2006-05-08,María
Parking,1446,2005-05-30,Venta,Tarragona,54,470988,2006-01-02,María
Suelo,1451,2005-06-02,Venta,Barcelona,269,1779435,2006-05-18,Jesús
Casa,1455,2005-06-04,Venta,Tarragona,182,1047774,2006-01-31,Jesús
Oficina,1456,2005-06-05,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
Oficina,1457,2005-06-05,Venta,Lleida,93,496806,2006-03-17,Joaquín
Piso,1462,2005-06-06,Venta,Lleida,80,471440,2005-09-28,Luisa
Suelo,1466,2005-06-08,Venta,Barcelona,132,802428,2006-02-15,Joaquín
Casa,1467,2005-06-09,Venta,Lleida,299,2333097,2005-09-15,María
Piso,1473,2005-06-10,Venta,Barcelona,213,1955340,2006-04-23,Jesús
Industrial,1479,2005-06-13,Venta,Tarragona,51,417231,2006-03-19,Pedro
Oficina,1480,2005-06-13,Venta,Barcelona,124,1053628,2006-04-13,María
Oficina,1483,2005-06-13,Venta,Barcelona,64,368384,2005-09-15,Jesús
Oficina,1485,2005-06-14,Venta,Barcelona,151,1484028,2006-03-24,Jesús
Casa,1487,2005-06-15,Venta,Lleida,109,537915,2006-05-16,Carmen
Suelo,1489,2005-06-15,Venta,Lleida,144,1323792,2005-09-17,Jesús
Parking,1490,2005-06-16,Venta,Barcelona,112,691712,2006-04-10,Pedro
Suelo,1496,2005-06-18,Venta,Lleida,278,2520904,2006-05-12,Luisa
Piso,1497,2005-06-18,Venta,Tarragona,175,880075,2005-12-15,Jesús
Industrial,1500,2005-06-20,Venta,Lleida,125,595750,2006-03-30,Joaquín
Suelo,1501,2005-06-21,Venta,Lleida,52,317044,2006-04-16,Jesús
Suelo,1505,2005-06-22,Venta,Tarragona,47,220148,2006-06-14,Jesús
Parking,1507,2005-06-22,Venta,Tarragona,118,716260,2006-04-04,Luisa
Parking,1510,2005-06-22,Venta,Tarragona,163,763329,2006-02-05,Joaquín
Piso,1511,2005-06-23,Venta,Lleida,213,1587063,2006-02-02,Carmen
Piso,1513,2005-06-24,Venta,Lleida,199,987040,2006-01-11,Luisa
Industrial,1516,2005-06-27,Venta,Lleida,182,805714,2006-03-20,Carmen
Piso,1519,2005-06-28,Venta,Lleida,74,659858,2006-05-27,Carmen
Local,1520,2005-06-28,Venta,Lleida,175,999950,2005-10-30,Carmen
Suelo,1522,2005-06-29,Venta,Barcelona,40,306120,2005-11-24,Carmen
Local,1523,2005-06-29,Venta,Lleida,158,1454232,2006-01-24,Pedro
Local,1525,2005-06-30,Venta,Tarragona,252,2283372,2006-02-12,Carmen
Parking,1527,2005-06-30,Venta,Tarragona,50,400600,2005-10-02,María
Local,1531,2005-07-01,Venta,Lleida,251,2325766,2005-10-20,Joaquín
Suelo,1535,2005-07-04,Venta,Tarragona,68,456756,2005-11-20,Pedro
Piso,1537,2005-07-04,Venta,Barcelona,197,1035826,2006-05-27,Jesús
Oficina,1539,2005-07-04,Venta,Tarragona,103,850368,2005-10-30,Carmen
Local,1541,2005-07-06,Venta,Lleida,124,1045816,2006-03-12,Carmen
Industrial,1542,2005-07-06,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
Parking,1544,2005-07-06,Venta,Lleida,199,1573493,2006-07-02,Luisa
Oficina,1545,2005-07-06,Venta,Lleida,88,866008,2006-06-23,Pedro
Piso,1547,2005-07-07,Venta,Barcelona,214,1258534,2006-01-27,María
Parking,1552,2005-07-10,Venta,Barcelona,108,436428,2006-04-28,Jesús
Suelo,1554,2005-07-11,Venta,Barcelona,63,618786,2006-07-07,Luisa
Local,1557,2005-07-12,Venta,Barcelona,159,1582845,2006-04-15,Pedro
Parking,1564,2005-07-15,Venta,Lleida,240,1983840,2005-10-18,Pedro
Piso,1565,2005-07-16,Venta,Tarragona,80,533840,2006-05-29,Luisa
Casa,1571,2005-07-18,Venta,Barcelona,127,583692,2006-01-11,Carmen
Local,1573,2005-07-18,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
Industrial,1575,2005-07-19,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
Suelo,1579,2005-07-20,Venta,Tarragona,141,1207101,2006-02-20,María
Piso,1580,2005-07-21,Venta,Tarragona,110,786830,2005-11-18,Carmen
Industrial,1586,2005-07-22,Venta,Tarragona,291,1447434,2006-02-02,María
Parking,1587,2005-07-23,Venta,Lleida,101,478639,2006-01-07,Joaquín
Casa,1589,2005-07-23,Venta,Lleida,287,1607487,2005-11-01,Carmen
Suelo,1590,2005-07-23,Venta,Lleida,142,682168,2006-05-25,Jesús
Parking,1591,2005-07-24,Venta,Tarragona,255,1627920,2006-03-12,Jesús
Parking,1592,2005-07-24,Venta,Barcelona,207,1107864,2006-05-15,Luisa
Parking,1595,2005-07-25,Venta,Lleida,96,645408,2006-05-27,Luisa
Parking,1597,2005-07-26,Venta,Lleida,256,1656064,2006-02-02,Pedro
Industrial,1601,2005-07-28,Venta,Lleida,136,1309544,2005-11-19,Joaquín
Suelo,1604,2005-07-29,Venta,Tarragona,132,807048,2005-10-31,Carmen
Oficina,1608,2005-08-01,Venta,Barcelona,139,740731,2006-03-14,María
Piso,1610,2005-08-01,Venta,Lleida,245,2292465,2006-06-10,Carmen
Oficina,1612,2005-08-03,Venta,Lleida,275,2110900,2006-07-24,Pedro
Industrial,1622,2005-08-04,Venta,Tarragona,233,1782683,2006-07-28,Pedro
Local,1626,2005-08-05,Venta,Barcelona,188,1209216,2006-03-14,María
Parking,1627,2005-08-06,Venta,Barcelona,245,1202705,2005-12-10,Jesús
Suelo,1633,2005-08-07,Venta,Lleida,201,1522977,2005-11-24,Carmen
Parking,1637,2005-08-08,Venta,Barcelona,112,829808,2006-03-29,Joaquín
Parking,1639,2005-08-09,Venta,Lleida,300,2155200,2006-08-05,Jesús
Industrial,1642,2005-08-10,Venta,Lleida,276,2667816,2005-12-16,Joaquín
Local,1644,2005-08-10,Venta,Barcelona,269,2384954,2006-02-12,María
Local,1647,2005-08-12,Venta,Tarragona,297,2888325,2005-11-27,Pedro
Casa,1648,2005-08-12,Venta,Tarragona,118,545986,2006-02-27,Pedro
Local,1649,2005-08-14,Venta,Barcelona,119,906780,2005-11-21,Carmen
Parking,1651,2005-08-14,Venta,Lleida,77,592823,2006-03-25,Pedro
Oficina,1661,2005-08-17,Venta,Barcelona,58,509356,2006-05-20,Luisa
Piso,1662,2005-08-17,Venta,Lleida,167,1423007,2006-04-08,Carmen
Local,1667,2005-08-22,Venta,Barcelona,209,843106,2006-01-24,María
Local,1670,2005-08-23,Venta,Tarragona,263,1499889,2006-08-08,Pedro
Industrial,1671,2005-08-24,Venta,Tarragona,236,1707224,2006-02-05,Pedro
Industrial,1673,2005-08-26,Venta,Lleida,223,1509710,2006-01-11,Jesús
Oficina,1676,2005-08-27,Venta,Tarragona,239,2181353,2006-06-15,María
Industrial,1677,2005-08-27,Venta,Lleida,300,2625600,2006-01-08,María
Oficina,1678,2005-08-27,Venta,Lleida,48,474864,2006-02-11,Luisa
Oficina,1679,2005-08-27,Venta,Barcelona,91,663845,2006-04-07,María
Suelo,1683,2005-08-28,Venta,Tarragona,101,552773,2005-11-28,Luisa
Piso,1686,2005-08-28,Venta,Lleida,97,765815,2006-07-15,María
Casa,1691,2005-08-30,Venta,Tarragona,139,785628,2006-01-10,Jesús
Local,1692,2005-08-30,Venta,Lleida,78,391950,2006-03-14,Jesús
Suelo,1693,2005-08-30,Venta,Lleida,233,2171327,2006-01-09,Jesús
Industrial,1696,2005-08-31,Venta,Barcelona,158,1473982,2006-08-29,Carmen
Parking,1700,2005-09-03,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
Piso,1701,2005-09-03,Venta,Barcelona,245,1517285,2006-05-07,Luisa
Industrial,1703,2005-09-06,Venta,Lleida,288,2171520,2006-08-28,Carmen
Industrial,1704,2005-09-06,Venta,Barcelona,161,827057,2006-05-05,María
Local,1710,2005-09-07,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
Local,1711,2005-09-08,Venta,Barcelona,299,1424436,2006-01-17,Carmen
Suelo,1714,2005-09-09,Venta,Barcelona,129,617652,2006-09-03,Joaquín
Oficina,1716,2005-09-09,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
Local,1718,2005-09-09,Venta,Barcelona,218,1911424,2006-07-22,Carmen
Industrial,1719,2005-09-10,Venta,Lleida,121,747659,2006-03-08,Pedro
Local,1720,2005-09-10,Venta,Barcelona,254,1668526,2005-12-29,Carmen
Parking,1724,2005-09-10,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
Industrial,1727,2005-09-11,Venta,Tarragona,271,2028164,2006-01-07,María
Suelo,1729,2005-09-11,Venta,Tarragona,185,1230990,2006-05-19,Jesús
Oficina,1730,2005-09-12,Venta,Tarragona,194,1490114,2005-12-18,Luisa
Parking,1731,2005-09-12,Venta,Tarragona,223,2143922,2006-04-20,Jesús
Oficina,1732,2005-09-12,Venta,Barcelona,66,415866,2006-07-19,María
Industrial,1733,2005-09-13,Venta,Barcelona,140,864080,2006-02-08,Carmen
Piso,1737,2005-09-14,Venta,Barcelona,94,707914,2006-05-07,Jesús
Local,1740,2005-09-16,Venta,Tarragona,145,598705,2005-12-17,María
Oficina,1741,2005-09-16,Venta,Tarragona,79,441373,2006-02-02,Carmen
Piso,1744,2005-09-17,Venta,Tarragona,51,425646,2005-12-18,Luisa
Casa,1745,2005-09-17,Venta,Tarragona,132,641520,2006-04-04,Joaquín
Piso,1752,2005-09-21,Venta,Tarragona,116,803300,2006-09-13,María
Piso,1754,2005-09-21,Venta,Lleida,55,433235,2006-03-23,Carmen
Casa,1755,2005-09-22,Venta,Barcelona,182,1305304,2006-06-06,Luisa
Casa,1759,2005-09-25,Venta,Tarragona,232,2133472,2006-05-18,Carmen
Piso,1761,2005-09-26,Venta,Lleida,214,1689316,2006-01-17,Carmen
Oficina,1766,2005-09-29,Venta,Barcelona,231,2299374,2006-05-15,Jesús
Parking,1767,2005-09-29,Venta,Lleida,82,764240,2006-01-15,Pedro
Oficina,1769,2005-10-01,Venta,Tarragona,134,549668,2006-08-10,Pedro
Piso,1770,2005-10-01,Venta,Barcelona,164,878712,2006-01-21,María
Casa,1773,2005-10-01,Venta,Barcelona,132,850476,2006-05-20,Jesús
Casa,1774,2005-10-01,Venta,Lleida,193,1033515,2005-12-30,Pedro
Parking,1776,2005-10-01,Venta,Tarragona,229,2215117,2006-08-01,Jesús
Casa,1780,2005-10-02,Venta,Barcelona,180,979560,2006-06-09,María
Casa,1781,2005-10-02,Venta,Barcelona,55,264385,2006-07-27,Joaquín
Piso,1783,2005-10-03,Venta,Lleida,300,1506300,2006-04-24,Pedro
Oficina,1785,2005-10-03,Venta,Tarragona,61,257725,2006-02-27,Jesús
Casa,1786,2005-10-03,Venta,Lleida,82,359406,2006-09-28,Pedro
Parking,1787,2005-10-03,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
Local,1792,2005-10-05,Venta,Barcelona,106,804540,2006-10-02,Pedro
Oficina,1795,2005-10-05,Venta,Barcelona,224,1420160,2006-05-03,Jesús
Industrial,1800,2005-10-06,Venta,Lleida,160,1319520,2006-08-02,Jesús
Piso,1801,2005-10-06,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
Oficina,1802,2005-10-07,Venta,Barcelona,158,909606,2006-06-19,Carmen
Casa,1803,2005-10-07,Venta,Lleida,253,2378453,2006-09-10,Luisa
Suelo,1804,2005-10-07,Venta,Barcelona,116,857936,2006-01-23,Luisa
Suelo,1805,2005-10-07,Venta,Barcelona,242,1963104,2006-07-19,Pedro
Industrial,1806,2005-10-08,Venta,Tarragona,264,1133352,2006-02-02,Pedro
Local,1808,2005-10-09,Venta,Lleida,129,735945,2006-06-08,Joaquín
Industrial,1810,2005-10-11,Venta,Barcelona,64,480384,2006-05-15,Carmen
Oficina,1811,2005-10-12,Venta,Lleida,215,1473180,2006-05-12,Pedro
Oficina,1812,2005-10-12,Venta,Barcelona,124,945624,2006-05-22,Joaquín
Industrial,1816,2005-10-12,Venta,Tarragona,120,1050000,2006-02-05,Pedro
Local,1818,2005-10-13,Venta,Lleida,255,2063460,2006-05-25,Luisa
Casa,1819,2005-10-13,Venta,Lleida,245,1605730,2006-06-20,Pedro
Industrial,1820,2005-10-14,Venta,Lleida,122,497272,2006-08-16,Luisa
Suelo,1826,2005-10-16,Venta,Barcelona,228,994536,2006-03-27,Joaquín
